ckpt,prediction,ground_truth
1000,1509,1509
1000,10,10
1000,1,1
1000,30,30
1000,36,36
1000,3,3
1000,14,14
1000,70,70
1000,360,360
1000,12,12
1000,700,700
1000,99,99
1000,260,260
1000,6,6
1000,35,35
1000,1,1
1000,4,4
1000,40,40
1000,1110,1110
1000,30,30
1000,5,5
1000,88000,88000
1000,24,24
1000,18,18
1000,6,6
1000,10,10
1000,25,25
1000,24,24
1000,9,9
1000,31,31
1000,10,10
1000,87,87
1000,5,5
1000,576,576
1000,20,20
1000,4,4
1000,21,21
1000,20,20
1000,4,4
1000,3,3
1000,16,16
1000,17,17
1000,55,55
1000,10,10
1000,1,1
1000,10,10
1000,32,32
1000,5000,5000
1000,160,160
1000,5,5
1000,1090,1090
1000,2,2
1000,133,133
1000,10,10
1000,24,24
1000,150000,150000
1000,109,109
1000,12,12
1000,2,2
1000,341,341
1000,2,2
1000,4,4
1000,30,30
1000,420,420
1000,38,38
1000,30,30
1000,16,16
1000,65960,65960
1000,3,3
1000,34,34
1000,42,42
1000,3,3
1000,30,30
1000,27,27
1000,5,5
1000,570,570
1000,3,3
1000,8,8
1000,100,100
1000,240,240
1000,100,100
1000,34,34
1000,91,91
1000,-3,-3
1000,45,45
1000,1200,1200
1000,5,5
1000,3,3
1000,30,30
1000,50,50
1000,27,27
1000,56,56
1000,84,84
1000,92,92
1000,36,36
1000,2,2
1000,320,320
1000,2,2
1000,21,21
1000,3,3
1000,3200,3200
1000,5,5
1000,1,1
1000,13,13
1000,26,26
1000,59,59
1000,54,54
1000,30,30
1000,16,16
1000,125,125
1000,2,2
1000,4,4
1000,14,14
1000,1920,1920
1000,41,41
1000,108,108
1000,450,450
1000,5,5
1000,3528,3528
1000,20,20
1000,145,145
1000,147,147
1000,120,120
1000,200,200
1000,100,100
1000,5760,5760
1000,53,53
1000,32,32
1000,1050,1050
1000,64,64
1000,83,83
1000,160,160
1000,120,120
1000,240,240
1000,50,50
1000,1,1
1000,15,15
1000,20,20
1000,78,78
1000,6,6
1000,3,3
1000,10,10
1000,65,65
1000,101,101
1000,104,104
1000,1,1
1000,350,350
1000,15,15
1000,2,2
1000,230,230
1000,2,2
1000,5,5
1000,42,42
1000,26,26
1000,15400,15400
1000,175,175
1000,20,20
1000,100,100
1000,50,50
1000,130000,130000
1000,2,2
1000,225,225
1000,14000,14000
1000,6,6
1000,72,72
1000,25,25
1000,42,42
1000,18,18
1000,57500,57500
1000,98,98
1000,800,800
1000,3,3
1000,18,18
1000,250,250
1000,32,32
1000,2,2
1000,50,50
1000,35,35
1000,10,10
1000,66,66
1000,90,90
1000,14,14
1000,300,300
1000,40000,40000
1000,120,120
1000,3,3
1000,432,432
1000,312,312
1000,40,40
1000,13,13
1000,192,192
1000,188,188
1000,216,216
1000,36,36
1000,4,4
1000,78,78
1000,40,40
1000,1240,1240
1000,20,20
1000,9,9
1000,104,104
1000,4,4
1000,70,70
1000,16,16
1000,15,15
1000,4,4
1000,4,4
1000,11,11
1000,3,3
1000,14,14
1000,18,18
1000,6,6
1000,123,123
1000,25,25
1000,3,3
1000,50,50
1000,8,8
1000,300,300
1000,15,15
1000,276000,276000
1000,880,880
1000,255,255
1000,2400,2400
1000,142,142
1000,50,50
1000,235,235
1000,3,3
1000,5,5
1000,24,24
1000,4,4
1000,16,16
1000,33,33
1000,27,27
1000,15,15
1000,56,56
1000,12,12
1000,36,36
1000,7,7
1000,4,4
1000,270,270
1000,10,10
1000,240,240
1000,3,3
1000,37,37
1000,3000,3000
1000,35,35
1000,67,67
1000,1,1
1000,2,2
1000,5,5
1000,38,38
1000,40,40
1000,20,20
1000,38,38
1000,93,93
1000,694,694
1000,15,15
1000,2,2
1000,6,6
1000,20,20
1000,11,11
1000,74,74
1000,1375,1375
1000,50,50
1000,75,75
1000,31,31
1000,13,13
1000,5600,5600
1000,60,60
1000,72,72
1000,100,100
1000,6400,6400
1000,60,60
1000,44,44
1000,19,19
1000,60,60
1000,100,100
1000,10,10
1000,16,16
1000,215,215
1000,20,20
1000,10,10
1000,105,105
1000,3,3
1000,4000,4000
1000,260,260
1000,1100,1100
1000,2,2
1000,220,220
1000,22,22
1000,23,23
1000,7,7
1000,8,8
1000,138,138
1000,90,90
1000,15,15
1000,100,100
1000,16,16
1000,31,31
1000,700,700
1000,1,1
1000,6,6
1000,20,20
1000,26,26
1000,2,2
1000,66,66
1000,4,4
1000,32,32
1000,247,247
1000,60,60
1000,5,5
1000,50,50
1000,1,1
1000,25,25
1000,14,14
1000,5,5
1000,1200,1200
1000,132,132
1000,142,142
1000,12,12
1000,95,95
1000,12,12
1000,11,11
1000,155,155
1000,89,89
1000,25,25
1000,9,9
1000,350,350
1000,3,3
1000,3,3
1000,18000,18000
1000,300,300
1000,34,34
1000,144,144
1000,160,160
1000,48,48
1000,40,40
1000,75,75
1000,162000,162000
1000,36,36
1000,92,92
1000,2304,2304
1000,35,35
1000,21,21
1000,11,11
1000,1,1
1000,8400,8400
1000,3,3
1000,85,85
1000,3,3
1000,20,20
1000,4000,4000
1000,32,32
1000,120,120
1000,5,5
1000,4,4
1000,50,50
1000,2,2
1000,1000,1000
1000,4,4
1000,4,4
1000,15,15
1000,80,80
1000,1,1
1000,9,9
1000,170,170
1000,9300,9300
1000,79,79
1000,575,575
1000,30,30
1000,3,3
1000,6,6
1000,130,130
1000,7,7
1000,4,4
1000,10,10
1000,45,45
1000,150,150
1000,975,975
1000,3,3
1000,6,6
1000,2,2
1000,30,30
1000,3,3
1000,20,20
1000,36,36
1000,12,12
1000,6,6
1000,24,24
1000,3000,3000
1000,11,11
1000,2,2
1000,10,10
1000,15,15
1000,35,35
1000,6,6
1000,4,4
1000,43500,43500
1000,110,110
1000,120,120
1000,40,40
1000,5,5
1000,3,3
1000,12,12
1000,3,3
1000,12,12
1000,4,4
1000,3,3
1000,25,25
1000,5,5
1000,32,32
1000,280,280
1000,3,3
1000,10,20
1000,350,40
1000,3,6
1000,1,1
1000,11,12
1000,280,168
1000,2,2
1000,25,25
1000,400,2000
1000,35,60
1000,3,5
1000,24,9
1000,60,60
1000,26,16
1000,366,366
1000,32,16
1000,366000,385000
1000,44,60
1000,8,8
1000,20,20
1000,1000,500
1000,16,42
1000,36,18
1000,1680,5600
1000,20,80
1000,3,5
1000,55,16
1000,30,25
1000,26,26
1000,3,5
1000,140,280
1000,10,4
1000,72,54
1000,130,172
1000,60,60
1000,10,8
1000,66,75
1000,280,80
1000,2,2
1000,9,22
1000,26,26
1000,50,50
1000,92,132
1000,47,49
1000,227,162
1000,7,60
1000,50,20
1000,2600,2280
1000,4,4
1000,17,8
1000,200,280
1000,4,2
1000,3,2
1000,8,4
1000,21,21
1000,2,2
1000,4,10
1000,34,45
1000,17,17
1000,36,36
1000,40,80
1000,10,5
1000,320,320
1000,360,360
1000,5,6
1000,4000,15000
1000,6,5
1000,10,10
1000,1200,720
1000,8,4
1000,5,16
1000,694,594
1000,4,15
1000,21,30
1000,2,2
1000,5,2
1000,1,1
1000,11,6
1000,15,30
1000,30,90
1000,10,5
1000,8000,4000
1000,3,3
1000,692,1198
1000,30,28
1000,12,8
1000,3,3
1000,10,15
1000,50,11
1000,800,1000
1000,4000,5000
1000,17,14
1000,168,168
1000,16,11
1000,52500,180000
1000,3,3
1000,40,40
1000,2,2
1000,7,8
1000,500,1000
1000,2,5
1000,576,576
1000,42,44
1000,200,200
1000,50,50
1000,12,20
1000,310,62
1000,25,25
1000,18,27
1000,36,36
1000,250,80
1000,90,40
1000,14,350
1000,148000,129200
1000,150,298
1000,175000,17500
1000,2,8
1000,30,52
1000,2,10
1000,2,2
1000,19,842
1000,60,60
1000,130,140
1000,16,16
1000,320,100
1000,200,160
1000,3,8
1000,104,132
1000,50,50
1000,4,4
1000,12,12
1000,66,56
1000,25,75
1000,2,2
1000,120,100
1000,2,4
1000,1,3
1000,8,3
1000,6,4
1000,45,36
1000,31,42
1000,31,16
1000,60000,60000
1000,125,100
1000,60,20
1000,15,20
1000,2100,1400
1000,360,360
1000,1000,1000
1000,17,34
1000,1,1
1000,60,60
1000,130,100
1000,167,187
1000,60,37
1000,34,29
1000,32,4
1000,1050,1875
1000,120,120
1000,576,720
1000,17,19
1000,2,67
1000,4,6
1000,300,100
1000,18,18
1000,17,31
1000,1680,1596
1000,3,2
1000,66,80
1000,3,4
1000,21,12
1000,66,66
1000,9,50
1000,4,6
1000,16,14
1000,5,9
1000,4,3
1000,240,150
1000,52,48
1000,4,15
1000,5,50
1000,10,10
1000,8,2
1000,50,80
1000,25,60
1000,40000,20000
1000,11,11
1000,30000,45000
1000,18,12
1000,40,40
1000,300,300
1000,5,17
1000,255,195
1000,17,16
1000,40,100
1000,2,5
1000,500,7500
1000,5,1
1000,56,120
1000,50,50
1000,50,25
1000,20,10
1000,4,2
1000,5,4
1000,1170,2400
1000,50,70
1000,44,50
1000,83,88
1000,43,54
1000,67,90
1000,300,18
1000,422,410
1000,20,5
1000,17,21
1000,20,40
1000,6,6
1000,139,15
1000,480,452
1000,36,24
1000,57,83
1000,22,21
1000,320,150
1000,252,1260
1000,3,4
1000,2,2
1000,375,375
1000,36,45
1000,1600,1600
1000,7,4
1000,6,6
1000,24,8
1000,70,27
1000,8,21
1000,24,33
1000,1000,5000
1000,17,17
1000,12,12
1000,1,4
1000,10,10
1000,3,1
1000,500,800
1000,8,2
1000,10,6
1000,472,460
1000,240,40
1000,30,15
1000,2,2
1000,3,5
1000,826,826
1000,2,20
1000,45,70
1000,3,30
1000,3,4
1000,42,48
1000,16,10
1000,5,20
1000,34900,11050
1000,656,500
1000,694,1210
1000,480,120
1000,32,64
1000,120,60
1000,54,84
1000,5,2
1000,570,770
1000,160,20
1000,2,4
1000,15,15
1000,20,8
1000,25,25
1000,5,20
1000,20,40
1000,50,240
1000,12,10
1000,30,20
1000,50,25
1000,10,3000
1000,50,20
1000,87,68
1000,10800,64800
1000,21,21
1000,50,120
1000,205,205
1000,390,374
1000,8,54
1000,1,8
1000,56,56
1000,10,6
1000,36000,85000
1000,2,2
1000,20,40
1000,3,6
1000,20,20
1000,20,20
1000,30,93
1000,5,70
1000,40,48
1000,5,5
1000,6,15
1000,4,5
1000,4,15
1000,15,15
1000,350,400
1000,1,8
1000,3,4
1000,255,335
1000,2,3
1000,130,120
1000,3,7
1000,13,20
1000,41,39
1000,10,2
1000,50,80
1000,9,9
1000,28,45
1000,90,120
1000,21000,20000
1000,7,13
1000,25,5
1000,60,50
1000,15,105
1000,42,42
1000,25,15
1000,8,16
1000,11,11
1000,560,840
1000,5,5
1000,120,100
1000,30,30
1000,1318,1218
1000,13,3
1000,200,200
1000,50,50
1000,168000,95200
1000,131,113
1000,20,20
1000,31,26
1000,5,2
1000,155,251
1000,50,50
1000,295,16
1000,31,32
1000,7,12
1000,160,220
1000,5760,7400
1000,50,50
1000,32,34
1000,8,8
1000,35,44
1000,9,11
1000,16,14
1000,87,123
1000,1,1
1000,12,24
1000,38,14
1000,13,39
1000,3000,7200
1000,17,20
1000,700,700
1000,3000,5000
1000,45,45
1000,193,193
1000,22,20
1000,130,60
1000,1590,1430
1000,40,25
1000,142,135
1000,540,1080
1000,700,1500
1000,150,200
1000,576,96
1000,98,122
1000,21,21
1000,5,5
1000,50,450
1000,70,90
1000,2,100
1000,20,110
1000,9,6
1000,96,160
1000,800,675
1000,50,45
1000,490,490
1000,36,48
1000,307,60
1000,4,7
1000,150,200
1000,35,60
1000,30,75
1000,7,3
1000,3,3
1000,142,336
1000,7,7
1000,11,9
1000,1,3
1000,7,5
1000,30,56
1000,300,600
1000,15,11
1000,3,5
1000,4,2
1000,162,348
1000,30,30
1000,3,8
1000,5000,3000
1000,120,15
1000,54,54
1000,48,6
1000,30,27
1000,87,87
1000,2,4
1000,40,75
1000,23,20
1000,91,273
1000,50,25
1000,13,23
1000,5,4
1000,60,48
1000,222000,330000
1000,4,4
1000,100,50
1000,80,52
1000,90,104
1000,6,7
1000,4,5
1000,12,10
1000,350,398
1000,186,180
1000,1000,1000
1000,7200,9360
1000,9,5
1000,100,50
1000,200,120
1000,1,1
1000,4,7
1000,4,4
1000,54,18
1000,31,9
1000,3,3
1000,20,20
1000,5,3
1000,17,4
1000,40,40
1000,3,5
1000,48,120
1000,400,200
1000,8400,27000
1000,50,50
1000,31,51
1000,7,14
1000,130,54
1000,291/5,30
1000,66,110
1000,27,27
1000,20,42
1000,159,195
1000,12,12
1000,22,28
1000,11,12
1000,2,10
1000,9,2
1000,98,101
1000,10,20
1000,42,42
1000,175,225
1000,30,20
1000,18,18
1000,2,2
1000,24000,40000
1000,27,189
1000,3,2
1000,13,12
1000,17,7
1000,32,160
1000,6,6
1000,3,4
1000,230,2
1000,48,12
1000,18,18
1000,4,4
1000,50,15
1000,26,38
1000,400,300
1000,50,50
1000,12,10
1000,3,1
1000,39,21
1000,400,400
1000,10,50
1000,16,9
1000,9,10
1000,3,2
1000,90,310
1000,840,560
1000,4000,8000
1000,192,2400
1000,89,147
1000,250,500
1000,10,10
1000,10,25
1000,3,3
1000,6,25
1000,4,4
1000,24,6
1000,56,120
1000,30,10
1000,2,2
1000,30,30
1000,48,16
1000,5,5
1000,4,10
1000,20,4200
1000,7,6
1000,4,7
1000,3,3
1000,17,23
1000,50,50
1000,15,15
1000,50,60
1000,48,56
1000,1,1
1000,60,60
1000,28,20
1000,36,32
1000,3,3
1000,7000,3000
1000,25,20
1000,90000,90000
1000,17,23
1000,20,33
1000,10,12
1000,27,48
1000,1000,1000
1000,44,36
1000,20,32
1000,10,5
1000,5,225
1000,60,30
1000,20,40
1000,92,96
1000,5,5
1000,5,5
1000,165000,120000
1000,4,1
1000,25,25
1000,188,243
1000,2,2
1000,21,6
1000,17,20
1000,45,75
1000,14500,9500
1000,18,18
1000,30,26
1000,31500,93000
1000,8,9
1000,90,100
1000,30,30
1000,400,75
1000,50,50
1000,20,20
1000,500,750
1000,70,70
1000,4,4
1000,15,15
1000,106000,114200
1000,65,91
1000,56,76
1000,120,240
1000,15,17
1000,2,3
1000,7,3
1000,66,50
1000,10,10
1000,40,40
1000,15,15
1000,3,6
1000,31,33
1000,32,32
1000,350,250
1000,20,10
1000,30,10
1000,45,70
1000,75,75
1000,20,20
1000,40,25
1000,35,50
1000,30,70
1000,20,14
1000,3,2
1000,45,10
1000,34,34
1000,10,80
1000,31,27
1000,2,6
1000,3,3
1000,95,230
1000,20,20
1000,260,200
1000,17,20
1000,49,52
1000,323,41
1000,9,31
1000,570,540
1000,105,255
1000,30,40
1000,159,90
1000,27,27
1000,20,20
1000,2400,1800
1000,8,16
1000,20,20
1000,21,20
1000,350,350
1000,50,100
1000,28,28
1000,31,30
1000,3,5
1000,5,5
1000,98,83
1000,26,1
1000,87,50
1000,130,120
1000,30,10
1000,75,120
1000,13,23
1000,50,145
1000,4,4
1000,2325,2325
1000,138,319
1000,8,5
1000,20,20
1000,105,105
1000,17,17
1000,60,63
1000,5,5
1000,10,10
1000,9,11
1000,1,1
1000,60,58
1000,105,50
1000,4,3
1000,21,21
1000,7,3
1000,4000,2000
1000,2,8
1000,17,21
1000,312,520
1000,65,60
1000,9,12
1000,18,18
1000,3,6
1000,3,3
1000,6,6
1000,36,42
1000,3,2
1000,2,2
1000,30,69
1000,4000,50000
1000,5,12
1000,60,220
1000,5,10
1000,2,2
1000,3,2
1000,425,1125
1000,34,34
1000,2,2
1000,48,60
1000,24000,14000
1000,1080,360
1000,52,156
1000,30,30
1000,26,26
1000,700,500
1000,330,230
1000,36,32
1000,21600,43200
1000,45,20
1000,4,1
1000,8,8
1000,175,175
1000,15,15
1000,90,15
1000,72,72
1000,7,4
1000,50,30
1000,7,3
1000,30,14
1000,15,6
1000,130,130
1000,9,7
1000,240,16
1000,312,156
1000,180,284
1000,450,120
1000,525,525
1000,50,100
1000,20,300
1000,37,85
1000,2,2
1000,7,8
1000,32,26
1000,20,20
1000,3,5
1000,56000,5600
1000,10,13
1000,60,10
1000,2,2
1000,3320,245
1000,16,16
1000,52,29
1000,50,60
1000,3920,1520
1000,20,20
1000,50,50
1000,50,10
1000,56,64
1000,24,17
1000,20,20
1000,29,38
1000,30,40
1000,50,140
1000,120,480
1000,5,2
1000,5,3
1000,9,9
1000,10000,4500
1000,13,8
1000,113,79
1000,2,4
1000,5000,6600
1000,7,30
1000,88,88
1000,15,13
1000,3360,3360
1000,7,5
1000,305,210
1000,9,20
1000,2,12
1000,605,55
1000,142,112
1000,40,50
1000,12,10
1000,86,48
1000,17,13
1000,10,7
1000,2400,600
1000,20,20
1000,16,22
1000,6,6
1000,8,6
1000,30,31
1000,16,2
1000,700,860
1000,120,140
1000,20,400
1000,30,30
1000,70,38
1000,400,400
1000,1710,762
1000,108,144
1000,4,28
1000,2,4
1000,50,20
1000,98,70
1000,3150,7425
1000,120,48
1000,4,2
1000,6,8
1000,98,98
1000,40,30
1000,800,450
1000,1,4
1000,100,100
1000,53,45
1000,78,78
1000,40,20
1000,50,50
1000,42,16
1000,1,8
1000,308,308
1000,3,5
1000,15,85
1000,50,30
1000,15,12
1000,25,50
1000,280,270
1000,1170,1170
1000,4,1
1000,80,80
1000,280,480
1000,142000,70000
1000,10,5
1000,250,750
1000,40,7
1000,47,57
1000,6,6
1000,138,64
1000,2,3
1000,66,36
1000,3,3
1000,8,36
1000,20,10
1000,9,2
1000,3,3
1000,8,9
1000,6,4
1000,17,43
1000,4,2
1000,72,60
1000,18,18
1000,30,80
1000,3,3
1000,72,36
1000,1,2
1000,3,3
1000,54,63
1000,75,45
1000,5000,700
1000,10,7
1000,390,64
1000,2,5
1000,500,500
1000,4,6
1000,2,3
1000,75,75
1000,192,160
1000,50,48
1000,31,29
1000,2,2
1000,17,9
1000,55,40
1000,142000,262500
1000,5,2
1000,55,48
1000,400,240
1000,113,91
1000,42,48
1000,12,12
1000,3,3
1000,3,2
1000,80,80
1000,10,150
1000,50,120
1000,75,75
1000,50,50
1000,291,84
1000,4,12
1000,2,18
1000,16,20
1000,570,540
1000,14,14
1000,3,4
1000,3,4
1000,1000,2050
1000,3,4
1000,5,4
1000,6,7
1000,4,8
1000,2,25
1000,3,5
1000,20,20
1000,4,4
1000,3,2
1000,50,50
1000,82,82
1000,15,15
1000,36,36
1000,36000,7000
1000,10,5
1000,32,23
1000,8,8
1000,50,50
1000,77,68
1000,50,40
1000,110,300
1000,3,1
1000,108,81
1000,40,40
1000,4,4
1000,25,25
1000,416,2125
1000,71,71
1000,54,34
1000,255,595
1000,120,32
1000,3,15
1000,16,24
1000,282,288
1000,18,34
1000,260,360
1000,7,4
1000,120,1490
1000,17,19
1000,2880000,2880000
1000,2,14
1000,20,2
1000,3,2
1000,13,10
1000,50,94
1000,30,30
1000,3,2
1000,50,68
1000,48,48
1000,78,57
1000,90,168
1000,40000,50000
1000,500,400
1000,300,200
1000,3,2
1000,15,15
1000,22,28
1000,7,15
1000,60,32
1000,2,2
1000,17,19
1000,24,60
1000,28,32
1000,30,20
1000,15,15
1000,2,7
1000,5,3
1000,120,110
1000,3,1
1000,44,44
1000,350,650
1000,15,9
1000,97,80
1000,2100,2100
1000,5000,2450
1000,20,25
1000,17,25
1000,15,18
1000,11,11
1000,20,10
1000,3,1
1000,4,8
1000,48,64
1000,38,32
1000,12,6
1000,4,7
1000,570,370
1000,16,12
1000,2,2
1000,45,45
1000,320,175
1000,10,4
1000,30,100
1000,3160,3140
1000,1530,655
1000,14,19
1000,5,9
1000,4,40
1000,4,14
1000,142,112
1000,60,36
1000,8,2
1000,280,35
1000,3,5
1000,50,75
1000,4,7
1000,36,15
1000,7,5
1000,3,2
1000,480,300
1000,90,95
1000,4,3
1000,6,50
1000,31,50
1000,5,3
1000,15,10
1000,1000,200
1000,4,3
1000,3,1
1000,12,24
1000,2,50
1000,10,10
1000,5,5
1000,120,40
1000,10,10
1000,5,26
1000,18,4
1000,8,9
1000,2,40
1000,800,800
1000,73,70
1000,44100,7300
1000,8,8
1000,720,720
1000,13,8
1000,540,1300
1000,15,5
1000,50,50
1000,200,480
1000,576,320
1000,159,324
1000,150,250
1000,2600,2640
1000,50,50
1000,120,240
1000,24,20
1000,350,80
1000,8,8
1000,16,260
1000,1230,482
1000,104,80
1000,130,35
1000,7,1
1000,7,5
1000,34,84
1000,83,153
1000,694,157
1000,40,40
1000,4,10
1000,4,10
1000,3,3
1000,47,9
1000,14,35
1000,1680,4000
1000,20,25
1000,98,90
1000,5,8
1000,45,10
1000,255,255
1000,4,7
1000,55,21
1000,30,30
1000,6,12
1000,2,4
1000,155,31
1000,6,8
1000,17,60
1000,14,14
1000,3,3
1000,240000,240000
1000,11,6
1000,7,8
1000,4,8
1000,3,200
1000,12,45
1000,2,2
1000,20,20
1000,172,112
1000,3,3
1000,3600,6000
1000,1,2
1000,36,30
1000,10,7
1000,13,13
1000,30,10
1000,15,5
1000,50,50
1000,3,2
1000,70,140
1000,1470,2450
1000,5,10
1000,16,12
1000,3,1
1000,27,15
1000,32,144
1000,6,8
1000,9400,4800
1000,6,10
1000,5,5
1000,31,32
1000,5,10
1000,12,8
1000,34,98
1000,3150,31800
1000,98,98
1000,242,160
1000,150,180
1000,500,500
1000,1000,10000
1000,30,17
1000,81,80
1000,3,2
1000,92,12
1000,20,15
1000,90,450
1000,360,40
1000,200,200
1000,500,100
1000,187,480
1000,15,40
1000,138,75
1000,15,15
1000,142,4400
1000,32,16
1000,36,81
1000,7,7
1000,8,12
1000,18,10
1000,1000,400
1000,20,20
1000,5,6
1000,10,10
1000,310,120
1000,5,2
1000,40,40
1000,3,3
1000,9,1
1000,5,5
1000,31,50
1000,50,50
1000,20,50
1000,616,621
1000,20,10
1000,14,14
1000,400,240
1000,92,128
1000,450,300
1000,13,276
1000,66,220
1000,11,3
1000,7,4
1000,36,84
1000,4,2
1000,3,6
1000,3,2
1000,80,25
1000,97,539
1000,1800,1800
1000,160,58
1000,3430,2350
1000,5,4
1000,15,7
1000,12,26
1000,5,2
1000,52,82
1000,300,72
1000,40,40
1000,48,16
1000,50,50
1000,22,52
1000,5,5
1000,78,79
1000,5,5
1000,130,40
1000,10,8
1000,5,4
1000,20,20
1000,12,14
1000,45,34
1000,68,68
1000,15,10
1000,40000,25000
1000,7227,6277
1000,720,1800
1000,70,70
1000,50,50
1000,4,10
1000,10,10
1000,3,3
1000,320,250
1000,175,150
1000,70,55
1000,34,22
1000,100,100
1000,21,23
1000,2,2
1000,2,5
1000,260,100
1000,24,25
1000,20,24
1000,18,18
1000,97,77
1000,3,3
1000,1680,294
1000,36,9
1000,3150000,1450000
1000,2,2
1000,60,70
1000,21,5
1000,30,140
1000,4,8
1000,3,2
1000,45,45
1000,5,5
1000,80,80
1000,2,5
1000,30,12
1000,318,342
1000,31,33
1000,50,40
1000,227,227
1000,75,75
1000,2,4
1000,11,5
1000,310,310
1000,8,10
1000,8,8
1000,10,10
1000,17,6
1000,5,10
1000,50,15
1000,104,76
1000,80,100
1000,90,72
1000,11,14
1000,9000,17000
1000,150000,118000
1000,22,22
1000,350,90
1000,2,2
1000,30,3
1000,3,13
1000,5,10
1000,5,50
1000,3,2
1000,15400,10800
1000,2,2
1000,5,2
1000,31,28
1000,47,49
1000,20,10
1000,180,180
1000,4,4
1000,2,1
1000,694,11232
1000,1,2
1000,60,163
1000,31,30
1000,20,100
1000,8,3
1000,30,2
1000,36,50
1000,2,2
1000,300,750
1000,7,5
1000,10,10
1000,576,1248
1000,131,27
1000,70,90
1000,16,9
1000,1200,800
1000,6,3
1000,108,272
1000,3,6
1000,9,24
1000,4125,6250
1000,98,66
1000,142,448
1000,2,2
1000,100,50
1000,31,17
1000,6,5
1000,139,221
1000,50,48
1000,168,78
1000,3,6
1000,15,16
1000,6,6
1000,110,106
1000,50,25
1000,3,2
1000,32,72
1000,7,2
1000,11,7
1000,13,10
1000,100,110
1000,1,1
1000,100,100
1000,6,6
1000,11,5
1000,18,18
1000,5,3
1000,160000,70000
1000,540,540
1000,17,20
1000,56,64
1000,260,260
1000,242,160
1000,45,45
1000,472,460
1000,366,366
1000,694,694
1000,13,13
1000,18,18
1000,60,60
1000,125,125
1000,330,230
1000,57500,57500
1000,7,7
1000,8,6
1000,15,15
1000,14,14
1000,6,7
1000,4,8
1000,26,26
1000,2,2
1000,188,243
1000,240,16
1000,25,25
1000,104,104
1000,66,80
1000,35,35
1000,3,5
1000,235,235
1000,2,12
1000,656,500
1000,305,210
1000,66,36
1000,147,147
1000,130,40
1000,20,20
1000,54,54
1000,3528,3528
1000,43,43
1000,296,296
1000,27,27
1000,38,38
1000,247,16
1000,90,70
1000,50,48
1000,665,665
1000,180,180
1000,15,7
1000,20,20
1000,16,12
1000,60,60
1000,25,25
1000,1318,1218
1000,105,105
1000,98,84
1000,34,34
1000,98,101
1000,291,90
1000,27,27
1000,67,67
1000,140000,140000
1000,36,36
1000,2,2
1000,255,335
1000,307,60
1000,155,31
1000,13,13
1000,48,120
1000,13,23
1000,72,72
1000,2,4
1000,1000,1000
1000,2325,2325
1000,3,2
1000,12,8
1000,30,30
1000,2380,2280
1000,32,64
1000,694,594
1000,180,180
1000,2,2
1000,16,8
1000,7,5
1000,230,230
1000,10,5
1000,2,14
1000,18,18
1000,5,3
1000,540,540
1000,17,20
1000,56,64
1000,260,260
1000,472,460
1000,366,366
1000,694,694
1000,13,13
1000,60,60
1000,125,125
1000,330,230
1000,57500,57500
1000,7,7
1000,8,6
1000,14,14
1000,6,7
1000,4,8
1000,26,26
1000,2,2
1000,157,243
1000,240,16
1000,25,25
1000,104,104
1000,66,80
1000,35,35
1000,3528,3528
1000,43,43
1000,665,665
1000,1318,1218
1200,18,18
1200,48,48
1200,720,720
1200,400,400
1200,500,500
1200,71,71
1200,18000,18000
1200,8,8
1200,4,4
1200,3,3
1200,200,200
1200,20,20
1200,1000,1000
1200,88,88
1200,11,11
1200,30,30
1200,18,18
1200,40,40
1200,1170,1170
1200,168,168
1200,5,5
1200,26,26
1200,10,10
1200,160,160
1200,82,82
1200,310,310
1200,14,14
1200,20,20
1200,4,4
1200,15,15
1200,45,45
1200,308,308
1200,227,227
1200,42,42
1200,60000,60000
1200,366,366
1200,15,15
1200,26,26
1200,45,45
1200,17,17
1200,20,20
1200,17,17
1200,24,24
1200,22,22
1200,1,1
1200,2,2
1200,1000,1000
1200,2,2
1200,240000,240000
1200,67,67
1200,5,5
1200,60,60
1200,17,17
1200,11,11
1200,255,255
1200,3,3
1200,25,25
1200,12,12
1200,240,240
1200,34,34
1200,1800,1800
1200,65960,65960
1200,98,98
1200,12,12
1200,130,130
1200,68,68
1200,11,11
1200,12,12
1200,25,25
1200,2,2
1200,54,54
1200,3,3
1200,1600,1600
1200,350,350
1200,45,45
1200,2100,2100
1200,75,75
1200,24,24
1200,490,490
1200,144,144
1200,826,826
1200,30,30
1200,6,6
1200,98,98
1200,205,205
1200,22,22
1200,20,20
1200,975,975
1200,1,1
1200,2880000,2880000
1200,36,36
1200,36,36
1200,38,38
1200,72,72
1200,32,32
1200,500,500
1200,25,25
1200,20,20
1200,4000,4000
1200,525,525
1200,18,18
1200,48,48
1200,720,720
1200,400,400
1200,500,500
1200,71,71
1200,18000,18000
1200,8,8
1200,4,4
1200,3,3
1200,200,200
1200,20,20
1200,1000,1000
1200,88,88
1200,11,11
1200,30,30
1200,18,18
1200,40,40
1200,1170,1170
1200,168,168
1200,5,5
1200,26,26
1200,10,10
1200,160,160
1200,82,82
1200,310,310
1200,14,14
1200,20,20
1200,4,4
1200,15,15
1200,45,45
1200,308,308
1200,227,227
1200,42,42
1200,60000,60000
1200,366,366
1200,15,15
1200,26,26
1200,45,45
1200,17,17
1200,20,20
1200,17,17
1200,24,24
1200,22,22
1200,1,1
1200,2,2
1200,1000,1000
1200,2,2
1200,240000,240000
1200,67,67
